"nsc","prefix","pubchem_id","total_probes","total_good_probes","name","testing_status","smiles","confidential_flag","mechanism"
758244,"S",-1,3,2,"EMD-1214063","Clinical trial","CN1CCC(COc2cnc(nc2)c3cccc(CN4N=C(C=CC4=O)c5cccc(c5)C#N)c3)CC1",0,"PK:YK,MET"
758245,"S",-1,2,2,"ENMD-2076","Clinical trial","CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2.O[C@H]([C@@H](O)C(=O)O)C(=O)O",0,"PK:STK,AURK"
758248,"S",-1,2,2,"RO-5126766","Clinical trial","CNS(=O)(=O)Nc1nccc(CC2=C(C)c3ccc(Oc4ncccn4)cc3OC2=O)c1F",0,"GTPase|PK:STK,YK,MAP2K,RAF,MAP2K1,MAP2K2"
758249,"S",-1,2,2,"Pracinostat","Clinical trial","CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC",0,"HDAC"
758250,"S",-1,2,2,"SNS-314","Clinical trial","Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1",0,"PK:STK,AURK"
758251,"S",-1,1,1,"Amonafide","Clinical trial","CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23",0,"T2"
758254,"S",-1,2,2,"Ixazomib citrate","FDA approved","CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B2OC(=O)CC(CC(=O)O)(O2)C(=O)O",0,"PSM"
758256,"S",-1,2,2,"PKI-587","Clinical trial","CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2",0,"PK:STK,PIK3,MTOR"
758257,"S",-1,3,3,"LY-2606368","Clinical trial","COc1cccc(OCCCN)c1c2cc(Nc3cnc(cn3)C#N)n[nH]2",0,"PK:STK,CHEK,CHEK1"
758484,"S",-1,1,1,"Ezatiostat","Clinical trial","CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](C(=O)OCC)c2ccccc2",0,"GSTP1|PK:STK,ROS1"
758486,"S",-1,1,1,"HPI-1","Clinical trial","COCCOC(=O)C1=C(C)NC2=C(C1c3cccc(O)c3)C(=O)CC(C2)c4ccccc4OC",0,"SMO|Hg-Smo"
758488,"S",-1,2,2,"Lexibulin","Clinical trial","CCC[C@H](Nc1nc(ncc1C)c2ccc(NC(=O)NCC)c(OC)c2)c3cccnc3",0,"Tu|Tu-frag"
758489,"S",-1,2,2,"Indibulin","Clinical trial","Clc1ccc(Cn2cc(C(=O)C(=O)Nc3ccncc3)c4ccccc24)cc1",0,"Tu|Tu-frag|PK:PTK"
758591,"S",-1,2,2,"SGX-523","Clinical trial","Cn1cc(cn1)c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2",0,"PK:YK,MET"
758773,"S",-1,2,2,"Varbulin","Clinical trial","COc1ccc(cc1)N(C)c2nc(C)nc3ccccc23",0,"Tu|Tu-frag"
758873,"S",-1,2,2,"ABT-737","Clinical trial","CN(C)CC[C@H](CSc1ccccc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(cc3)N4CCN(Cc5ccccc5c6ccc(Cl)cc6)CC4",0,"Apo|BCL2"
759094,"S",-1,2,2,"ENMD-2076 Precursor","Clinical trial","CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(n2)C#Cc4ccccc4",0,"PK:STK,AURK"
759095,"S",-1,2,2,"JNJ-38877605","Clinical trial","Cn1cc(cn1)c2ccc3nnc(n3n2)C(F)(F)c4ccc5ncccc5c4",0,"PK:YK,MET"
759096,"S",-1,1,1,"Triapine","Clinical trial","NC(=S)N\N=C\c1ncccc1N",0,"Dr|CC"
759498,"S",-1,1,1,"CYC-116","Clinical trial","Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2",0,"PK:STK,AURK"
759657,"S",-1,2,2,"Quisinostat","Clinical trial","Cn1cc(CNCC2CCN(CC2)c3ncc(cn3)C(=O)NO)c4ccccc14",0,"HDAC"
759658,"S",-1,1,1,"6-(4-pyrimidinyl)-1H-indazole derivative","Clinical trial","CNc1nc(cc(n1)c2ccc3c(N)n[nH]c3c2)N4C[C@H](CC[C@H]4C)C(=O)NC5CCCCC5",0,"PK:STK,PDK1"
759675,"S",-1,1,1,"KW-2449","Clinical trial","O=C(N1CCNCC1)c2ccc(\C=C\c3n[nH]c4ccccc34)cc2",0,"BCR-ABL|PK:STK,AURK,FLT,FLT3"
759677,"S",-1,2,2,"Alisertib","Clinical trial","COc1cccc(F)c1C2=NCc3cnc(Nc4ccc(C(=O)O)c(OC)c4)nc3c5ccc(Cl)cc25",0,"PK:STK,AURK"
759905,"S",-1,2,2,"4SC-202","Clinical trial","Cc1ccc(cc1)S(=O)(=O)O.Cn2cc(cn2)c3ccc(cc3)S(=O)(=O)n4ccc(\C=C\C(=O)Nc5ccccc5N)c4",0,"HDAC"
760143,"S",-1,2,2,"Mocetinostat","Clinical trial","Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2",0,"HDAC"
760144,"S",-1,2,2,"AT-9283","Clinical trial","O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3",0,"PK:STK,AURK"
760442,"S",-1,2,2,"Daporinad","Clinical trial","O=C(NCCCCC1CCN(CC1)C(=O)c2ccccc2)\C=C\c3cccnc3",0,"NAMPT|PK:YK"
760443,"S",-1,2,2,"Copanlisib","FDA approved","COc1c(OCCCN2CCOCC2)ccc3C4=NCCN4C(=Nc13)NC(=O)c5cnc(N)nc5",0,"PK:PIK3"
760536,"S",-1,2,2,"PF-04691502","Clinical trial","COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O",0,"PK:PIK3"
760764,"S",-1,2,2,"Voreloxin","Clinical trial","CN[C@H]1CN(C[C@@H]1OC)c2ccc3C(=O)C(=CN(c4nccs4)c3n2)C(=O)O",0,"T2"
760765,"S",-1,2,2,"BMS-690514","Clinical trial","COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1",0,"PK:YK,EGFR,ERBB2,VEGFR"
760841,"S",-1,1,1,"Tandutinib","Clinical trial","COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5",0,"PK:YK,PDGFR,FLT,KIT,FLT3"
761069,"S",-1,1,1,"AMG-900","Clinical trial","Cc1csc(c1)c2nnc(Nc3ccc(Oc4ncccc4c5ccnc(N)n5)cc3)c6ccccc26",0,"PK:STK,AURK"
761070,"S",-1,1,1,"VE-821","Clinical trial","CS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3ccccc3",0,"PK:STK,ATR"
761188,"S",-1,2,2,"Rabusertib","Clinical trial","Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]3CNCCO3)cn1",0,"PK:STK,CHEK,CHEK1"
761189,"S",-1,2,2,"Teglarinad","Clinical trial","COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N\C(=N\C#N)\NCCCCCCOc2ccc(Cl)cc2)cc1",0,"Apo|NAMPT"
761191,"S",-1,2,2,"AP-26113","FDA approved","COc1cc(OCCCN2CCCC2)ccc1Nc3ncc(Cl)c(Nc4ccccc4P(=O)(C)C)n3",0,"PK:YK,ALK,EGFR"
761193,"S",-1,2,2,"Silmitasertib","Clinical trial","OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24",0,"CK2|PK:STK"
761194,"S",-1,2,2,"CUDC-305","Clinical trial","CN(C)c1cc2OCOc2cc1Sc3nc4c(N)nccc4n3CCNCC(C)(C)C",0,"HSP90"
761215,"S",-1,2,2,"TAK-733","Clinical trial","CN1C(=O)C(=C(Nc2ccc(I)cc2F)C3=C1N=CN(C[C@@H](O)CO)C3=O)F",0,"PK:STK,MAP2K,MAP2K1,MAP2K2"
761385,"S",-1,1,1,"Sonidegib","FDA approved","C[C@@H]1CN(C[C@H](C)O1)c2ccc(NC(=O)c3cccc(c3C)c4ccc(OC(F)(F)F)cc4)cn2",0,"SMO|Hg-Smo"
761387,"S",-1,1,1,"CCT-128930","Clinical trial","NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34",0,"PK:STK,AKT,AKT2"
761390,"S",-1,1,1,"By-Product of CUDC-305","Clinical trial","CC(C)(C)CN1CCn2c(S1)nc3c(N)nccc23",0,"HSP90"
761691,"S",-1,2,2,"SCH-1473759","Clinical trial","CCN(Cc1cc(Nc2nc(C)cn3c(cnc23)c4cn[nH]c4)sn1)C(C)(C)CO",0,"PK:STK,AURK"
761692,"S",-1,1,1,"MK-8033","Clinical trial","Cn1cc(cn1)c2cnc3C=Cc4ccc(CS(=O)(=O)NCc5ccccn5)cc4C(=O)c3c2",0,"PK:YK,MET"
761693,"S",-1,1,1,"Vertex ATR inhibitor Cpd 45","Clinical trial","CC(CN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3ccccc3",0,"PK:STK,ATR"
761759,"S",-1,2,2,"TAK-960 analog","Clinical trial","COc1cc(ccc1Nc2ncc3N(C)C(=O)C(C)(C)CN(C4CCCC4)c3n2)C(=O)N[C@@H]5CCCN(C)C5",0,"PK:STK,PLK1"
761879,"S",-1,1,1,"ITRI-260","Clinical trial","CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C5C=CC=CC=C5NC4=O",0,"PK:YK,FLT,FLT3"
761931,"S",-1,2,2,"KHK-Indazole","Clinical trial","O=C(Nc1ccccc1\C=C\c2n[nH]c3ccccc23)c4ccccc4",0,"PK:YK,IGF1R"
762151,"S",-1,2,2,"TAK-901","Clinical trial","CCS(=O)(=O)c1cccc(c1)c2cc(C(=O)NC3CCN(C)CC3)c(C)c4[nH]c5ncc(C)cc5c24",0,"PK:STK,AURK"
762152,"S",-1,2,2,"ONX-0914","Clinical trial","COc1ccc(CC(NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)[C@@]4(C)CO4)cc1",0,"PSM"
762153,"S",-1,2,2,"ST-3595","Clinical trial","COc1ccc(cc1)c2ccc(\C=C\C(=O)NO)cc2",0,"HDAC"
762154,"S",-1,2,2,"Des-fluoro-TAK-960","Clinical trial","COc1cc(ccc1Nc2ncc3N(C)C(=O)C(F)(F)CN(C4CCCC4)c3n2)C(=O)NC5CCN(C)CC5",0,"PK:STK,PLK1"
762382,"S",-1,2,2,"CH-5132799","Clinical trial","CS(=O)(=O)N1CCc2c1nc(nc2c3cnc(N)nc3)N4CCOCC4",0,"PK:PIK3"
762418,"S",-1,2,2,"TAK Plk inhibitor","Clinical trial","CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(CC5)C6CCN(CC7CC7)CC6)ncc3n8cnc(C#N)c18",0,"PK:STK,PLK1"
762419,"S",-1,2,2,"CT-32228","Clinical trial","Cc1ccc(Cl)cc1c2nc(N)nc(Nc3ccc(Br)cc3)n2",0,"AGPAT2|PK:YK,VEGFR"
762521,"S",-1,2,2,"RO-4987655","Clinical trial","OCCONC(=O)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc3ccc(I)cc3F",0,"PK:STK,MAP2K"
762673,"S",-1,2,1,"SB-1317","Clinical trial","CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cccc(C1)c4)n3",0,"PK:STK,CDK,ERK,FLT,JAK,FLT3"
763444,"S",-1,2,2,"PF-477736","Clinical trial","Cn1cc(cn1)c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc5C(=O)NN=Cc2c35",0,"PK:STK,CHEK,CHEK1"
763525,"S",-1,3,3,"Pluripotin","Clinical trial","CN1C(=O)N(Cc2cnc(Nc3cc(C)nn3C)nc12)c4cc(NC(=O)c5cccc(c5)C(F)(F)F)ccc4C",0,"GTPase|RAS|RASA1|PK:STK,MAP3K"
763526,"S",-1,2,2,"Crenolanib","Clinical trial","CC1(COc2ccc3c(c2)ncn3c4ccc5cccc(N6CCC(N)CC6)c5n4)COC1",0,"PK:YK,PDGFR,KIT,VEGFR,TEK,FLT3"
763527,"S",-1,1,1,"JZL-195","Clinical trial","[O-][N+](=O)c1ccc(OC(=O)N2CCN(Cc3cccc(Oc4ccccc4)c3)CC2)cc1",0,"MGLL"
763564,"S",-1,2,2,"EMD-534085","Clinical trial","CN(C)CCNC(=O)NC[C@H]1CC[C@H]2[C@@H](Nc3ccc(cc3[C@H]2O1)C(F)(F)F)c4ccccc4",0,"CDH16|Kinesin|PK:YK"
763579,"S",-1,2,2,"AT-13387","Clinical trial","CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O",0,"HSP90"
763832,"S",-1,2,2,"LOR-253","Clinical trial","Cc1[nH]c2cc(F)ccc2c1c3nc4c5cccnc5c6ncccc6c4[nH]3",0,"KLF4|MTF1"
763930,"S",-1,2,2,"AS-703569","Clinical trial","CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C",0,"PK:AURK"
763931,"S",-1,2,1,"PF-04217903","Clinical trial","OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2",0,"PK:MET"
764036,"S",-1,2,1,"Dinaciclib","Clinical trial","CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCC[C@H]4CCO",0,"PK:STK,CDK,CDK1,CDK2,CDK5,CDK9"
764037,"S",-1,1,1,"BP-1-102","Clinical trial","CN(CC(=O)N(Cc1ccc(cc1)C2CCCCC2)c3ccc(C(=O)O)c(O)c3)S(=O)(=O)c4c(F)c(F)c(F)c(F)c4F",0,"STAT|IL6|STAT3"
764039,"S",-1,2,2,"AZD-5363","Clinical trial","NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4",0,"PK:STK,AKT,AKT1,AKT2,AKT3"
764042,"S",-1,2,2,"ARRY-162","FDA approved","Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO",0,"PK:STK,MAP2K,MAP2K1,MAP2K2"
764090,"S",-1,2,2,"BMS-777607","Clinical trial","CCOC1=C(C(=O)Nc2ccc(Oc3ccnc(N)c3Cl)c(F)c2)C(=O)N(C=C1)c4ccc(F)cc4",0,"PK:MET,RON"
764135,"S",-1,2,2,"BMS-599626","Clinical trial","Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13",0,"PK:YK,EGFR,ERBB2"
764136,"S",-1,2,2,"Abexinostat","Clinical trial","CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc3ccc(cc3)C(=O)NO",0,"HDAC"
764238,"S",-1,1,1,"6-Bromoindirubin-3'-Acetoxime","Clinical trial","CC(=O)O\N=C/1\C(=C/2\C(=O)Nc3cc(Br)ccc23)\Nc4ccccc14",0,"PK:GSK3A"
764239,"S",-1,2,2,"AZD-4547","Clinical trial","COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N4C[C@@H](C)N[C@@H](C)C4)n[nH]2)cc(OC)c1",0,"PK:YK,FGFR,FGFR1,FGFR2,FGFR3"
764334,"S",-1,4,4,"delanzomib","Clinical trial","CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(n1)c2ccccc2)[C@@H](C)O)B(O)O",0,"PSM"
764481,"S",-1,1,1,"Brivanib","Clinical trial","C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OC(=O)[C@H](C)N",0,"PK:YK,FGFR,VEGFR"
764487,"S",-1,2,2,"NVP-BGJ398","Clinical trial","CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2",0,"PK:FGFR,FGFR1,FGFR2,FGFR3,FGFR4"
764515,"S",-1,2,2,"PP-242","Clinical trial","CC(C)n1nc(c2cc3cc(O)ccc3[nH]2)c4c(N)ncnc14",0,"PK:MTOR"
764580,"S",-1,1,1,"MK-2461","Clinical trial","CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5",0,"PK:MET,FGFR"
764581,"S",-1,2,2,"ARRY-380","Clinical trial","Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc5ccn6ncnc6c5",0,"PK:ERBB2"
764582,"S",-1,1,1,"10058-F4","Clinical trial","CCc1ccc(\C=C/2\SC(=S)NC2=O)cc1",0,"MYC"
764608,"S",-1,2,2,"BAL-101553","Clinical trial","NCCCC[C@H](N)C(=O)Nc1ccc(cc1)C(=O)Cn2c(nc3ccccc23)c4nonc4NCCC#N",0,"Tu-frag"
764658,"S",-1,2,1,"INK-128","Clinical trial","CC(C)n1nc(c2ccc3oc(N)nc3c2)c4c(N)ncnc14",0,"PK:MTOR"
764659,"S",-1,1,1,"SCH-900776","Clinical trial","Cn1cc(cn1)c2cnn3c(N)c(Br)c(nc23)C4CCCNC4",0,"PK:STK,CHEK,CHEK1"
764757,"S",-1,1,1,"SM-406","Clinical trial","CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CC(C)C",0,"IAP"
764764,"S",-1,1,1,"ONX-0801","Clinical trial","OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1",0,""
764765,"S",-1,2,2,"ARQ-680","Clinical trial","Cn1ccc(n1)S(=O)(=O)N2CCC[C@@H](C2)Nc3nccc(n3)c4c(nc5occn45)c6cccc(O)c6",0,"PK:BRAF"
764820,"S",-1,2,2,"Gandotinib","Clinical trial","Cc1cc(Nc2cc(CN3CCOCC3)c4nc(C)c(Cc5ccc(Cl)cc5F)n4n2)[nH]n1",0,"PK:JAK,JAK2,JAK3"
764823,"S",-1,2,2,"Varlitinib","Clinical trial","C[C@@H]1COC(=N1)Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2",0,"PK:YK,EGFR,ERBB2"
765395,"S",-1,1,1,"MPC-3100","Clinical trial","C[C@H](O)C(=O)N1CCC(CCn2c(Sc3cc4OCOc4cc3Br)nc5c(N)ncnc25)CC1",0,"HSP90"
765435,"S",-1,2,2,"Ganetespib","Clinical trial","CC(C)c1cc(C2=NNC(=O)N2c3ccc4c(ccn4C)c3)c(O)cc1O",0,"HSP90"
765436,"S",-1,2,2,"YK-4-279","Clinical trial","COc1ccc(cc1)C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c23",0,"ERG|ETV"
765672,"S",-1,1,1,"S-49076","Clinical trial","O=C1OCCN1Cc2ccc3NC(=O)\C(=C/c4cc(CN5CCOCC5)c[nH]4)\c3c2",0,"PK:MET,AXL,FGFR,MERTK"
765775,"S",-1,2,2,"Gemcitabine elaidate","Clinical trial","CCCCCCCC\C=C\CCCCCCCC(=O)OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C(F)(F)[C@@H]1O",0,"Ds"
765776,"S",-1,1,1,"AZD-3514","Clinical trial","CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)C4=Nn5c(CC4)nnc5C(F)(F)F)CC1",0,"AR"
765865,"S",-1,2,2,"ASP-3026","Clinical trial","COc1cc(ccc1Nc2ncnc(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5",0,"PK:ALK"
765888,"S",-1,2,2,"Dacomitinib","FDA approved","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4",0,"PK:EGFR,ERBB2"
765889,"S",-1,2,2,"ABT-348","Clinical trial","Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13",0,"PK:AURK,VEGFR"
765898,"S",-1,2,2,"GDC-0152","Clinical trial","CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)Nc3snnc3c4ccccc4",0,"IAP"
765949,"S",-1,2,2,"AEE-788","Clinical trial","CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1",0,"PK:EGFR,ERBB2,VEGF,VEGFR"
765974,"S",-1,2,2,"BYL-719","Clinical trial","Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F",0,"PK:PIK3"
766255,"S",-1,2,2,"CT-GSK183","Clinical trial","CNC(=O)c1c(F)cccc1Nc2nc(Nc3cc4N(CCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25",0,"PK:IGF1R,ALK"
766270,"S",-1,2,2,"ABT-199","FDA approved","CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c(c5)[N+](=O)[O-])c(Oc7cnc8[nH]ccc8c7)c4",0,"BCL2"
766820,"S",-1,1,1,"LY-2228820","Clinical trial","CC(C)(C)Cn1c(N)nc2ccc(nc12)c3nc([nH]c3c4ccc(F)cc4)C(C)(C)C",0,"PK:MAPK14"
766821,"S",-1,1,1,"BMS-911543","Clinical trial","CCn1c(cc2c1nc(Nc3cc(C)n(C)n3)c4ncn(C)c24)C(=O)N(C5CC5)C6CC6",0,"PK:JAK,JAK1,JAK2,JAK3"
766824,"S",-1,2,2,"CEP-14083","Clinical trial","CCN1C(=O)CCCc2c(OC)c(Nc3ncc(Cl)c(NC4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)ccc12",0,"PK:ALK"
766906,"S",-1,2,2,"MLN-2480","Clinical trial","C[C@@H](NC(=O)c1ncnc(N)c1Cl)c2ncc(s2)C(=O)Nc3cc(c(Cl)cn3)C(F)(F)F",0,"PK:RAF"
766907,"S",-1,2,2,"Ixazomib","Clinical trial","CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O",0,"PSM"
767048,"S",-1,2,2,"BMS-387032","Clinical trial","CC(C)(C)c1oc(CSc2cnc(NC(=O)C3CCNCC3)s2)nc1",0,"PK:CDK,CDK2,CDK7,CDK9"
767123,"S",-1,2,1,"Saridegib","Clinical trial","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6CC(CC[C@]6(C)[C@H]5CC4=C(C)C3)NS(=O)(=O)C)[C@@H]2C",0,"SMO"
767128,"S",-1,2,2,"Birinapant","Clinical trial","CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc2c([nH]c3cc(F)ccc23)c4[nH]c5cc(F)ccc5c4C[C@@H]6C[C@H](O)CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC",0,"IAP"
767189,"S",-1,2,2,"AZD-2014","Clinical trial","CNC(=O)c1cccc(c1)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C",0,"PK:MTOR"
767191,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc15",0,""
767193,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3ccc4ccccc4c3)c5ccccc15",0,""
767194,"S",-1,2,1,"roche kinase set","","COc1ccc(cc1)C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34",0,""
767195,"S",-1,2,2,"roche kinase set","","COc1ccc2c(cn(C)c2c1)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45",0,""
767196,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3ccsc3)c4ccccc14",0,""
767197,"S",-1,2,2,"roche kinase set","","CSc1c(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc5n1C",0,""
767199,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccc(N)cc34)c5ccccc15",0,""
767200,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3ccc(N)cc3)c4ccccc14",0,""
767202,"S",-1,2,1,"roche kinase set","","CS(=O)c1c(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc5n1C",0,""
767203,"S",-1,2,2,"roche kinase set","","CC(=O)Nc1ccc2c(c1)c(cn2C)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45",0,""
767206,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cccc(N)c3)c4ccccc14",0,""
767207,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cccc(c3)[N+](=O)[O-])c4ccccc14",0,""
767211,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4c(N)cccc34)c5ccccc15",0,""
767213,"S",-1,2,2,"roche kinase set","","Cc1ccc2c(c1)c(cn2C)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45",0,""
767214,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4cc(N)ccc34)c5ccccc15",0,""
767215,"S",-1,2,2,"roche kinase set","","Cc1cccc2c(cn(C)c12)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45",0,""
767217,"S",-1,2,2,"roche kinase set","","CC(=O)Nc1ccc2c(cn(C)c2c1)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45",0,""
767218,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4cc(Cl)ccc34)c5ccccc15",0,""
767219,"S",-1,2,2,"roche kinase set","","Cc1ccccc1C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34",0,""
767220,"S",-1,2,1,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccc(Cl)cc34)c5ccccc15",0,""
767221,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cccc(Br)c3)c4ccccc14",0,""
767222,"S",-1,2,2,"roche kinase set","","Cc1ccc(C)c(c1)C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34",0,""
767224,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3ccccc3[N+](=O)[O-])c4ccccc14",0,""
767225,"S",-1,2,2,"roche kinase set","","Cc1c(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc5n1C",0,""
767226,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCCN)c4ccccc34)c5ccccc15",0,""
767227,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15",0,""
767228,"S",-1,2,2,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cccnc3)c4ccccc14",0,""
767229,"S",-1,2,1,"roche kinase set","","Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCN)c4ccccc34)c5ccccc15",0,""
