Experiment Name	Probe Name	mirbase_name	accession	BR:MCF7	BR:MDA_MB_231	BR:HS578T	BR:BT_549	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:MALME_3M	ME:M14	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	ME:MDA_MB_435	ME:MDA_N	LC:A549	LC:EKVX	LC:HOP_62	LC:HOP_92	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	OV:NCI_ADR_RES	PR:PC_3	PR:DU_145	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
RNA: Agilent Human miRNA (V2)	hsa-miR-182*	hsa-mir-182	MI0000272	-3.98522	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.07657	-3.64656	-3.61457	-3.39764	-3.45342	-3.60972	-3.68703	-3.29787	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.44545	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.40036	-4.28534	-3.1765	-3.17992	-3.87521	-3.0705	-3.33519	-3.7852	-3.66053	-3.04477	-3.92938	-3.23595	-4.1161	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-183	hsa-mir-183	MI0000273	1.87261	0.05654	-0.96022	-1.07093	1.32484	-2.67907	-1.35344	-2.73015	-0.96499	-0.10552	-0.17808	-0.40128	-0.17673	0.35869	0.3985	0.82116	0.11514	0.16745	-3.54526	-3.16745	0.53348	1.63067	0.57882	0.54174	-3.06881	-2.46214	-3.69038	-3.67336	-1.2891	-1.18082	-3.36034	-3.31119	0.10153	0.08229	0.41245	0.15506	-0.34388	-0.03133	-0.72904	2.83401	0.70435	-2.03765	2.66504	-0.20273	2.08458	2.00862	0.1518	-0.9802	-0.33287	1.19549	2.53273	-0.30779	1.61184	1.01142	-1.84208	-2.66598	0.27152	-3.44387	1.50752	-1.14231
RNA: Agilent Human miRNA (V2)	hsa-miR-183*	hsa-mir-183	MI0000273	-2.45208	-3.52926	-4.41023	-3.64531	-3.12402	-3.63916	-3.09348	-3.86184	-4.30556	-3.37945	-2.19675	-3.64656	-3.61457	-2.42288	-3.16037	-2.27683	-3.58611	-2.34573	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.09292	-3.4968	-3.60636	-3.87537	-1.5898	-4.28534	-3.1765	-1.87456	-3.04799	-2.89894	-2.05263	-3.7852	-3.02057	-3.04477	-3.92938	-1.40262	-2.95794	-3.21788	-2.53782	-3.88148	-4.30889	-3.49615	-4.54925	-2.69682	-3.98383
RNA: Agilent Human miRNA (V2)	hsa-miR-185	hsa-mir-185	MI0000482	1.06171	-0.24711	0.68647	-0.47203	0.20005	-0.48734	0.53465	0.38799	-0.25635	0.0426	0.32314	0.49307	0.22514	0.45844	-0.13314	1.58831	0.02424	-0.4219	-0.72523	2.20064	3.32758	1.53993	-1.30839	0.38206	-1.50539	2.56003	1.63001	1.7423	2.55602	2.06118	1.14396	1.1052	2.2434	1.82598	0.61079	1.66752	-0.08616	0.39092	-1.3155	0.21824	1.18434	-0.3211	0.45931	-0.26667	0.09893	0.97591	0.87271	-1.34086	0.19184	-0.97811	-0.00551	0.41382	0.21322	-0.01199	-1.34395	-1.35753	0.44997	0.39401	-0.24857	-0.809
RNA: Agilent Human miRNA (V2)	hsa-miR-186	hsa-mir-186	MI0000483	-1.9359	-2.08411	-1.48726	-1.19116	-1.50646	-1.89063	-2.27651	-0.49655	-1.19974	-1.45438	-1.24031	-2.06341	-0.53133	-1.04088	-1.52936	-0.7739	-0.94789	-1.76192	-0.83523	0.64256	-1.24109	-1.3464	-1.40686	-1.81767	-1.45417	-1.58217	-0.55314	-1.39798	-0.77379	-1.37699	0.1457	-2.13828	-2.24093	-3.01349	-2.14185	-1.33665	-2.88298	-1.68106	-1.02857	-0.71483	-1.07822	-0.424	-1.91978	-0.91414	-1.4476	-1.69735	-2.38341	-1.98789	-3.04477	-2.59361	-0.85933	-1.1198	-2.20018	-2.66082	-2.83547	-1.27922	-1.45827	-2.50997	-1.13632	-1.72856
RNA: Agilent Human miRNA (V2)	hsa-miR-188-3p	hsa-mir-188	MI0000484	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.27487	-3.20055	-2.89284	-2.22248	-4.2572	-3.10323	-3.97961	-3.4648	-2.60742	-2.95427	-3.2696	-4.65498	-2.55229	-3.01522	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-2.78719	-2.84001	-2.92586	-3.66053	-2.34816	-3.92938	-2.90982	-4.33961	-2.99291	-2.50478	-3.96246	-4.51288	-2.79032	-4.54925	-2.98206	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-188-5p	hsa-mir-188	MI0000484	-2.90158	-0.83115	-1.75986	0.17679	-2.35895	-1.80164	-2.13651	-1.66405	-2.44795	-2.81994	-2.28484	-1.27268	0.00823	-2.36004	-2.5772	-2.87006	-1.2239	-2.09911	0.86508	-1.32326	-1.15107	-1.08421	2.93505	0.638	0.23701	-2.19394	-1.66845	-2.04327	-1.7378	-0.86559	-1.90191	-1.11648	-1.75191	-1.99589	-2.69083	-2.26693	-2.63478	-1.8825	-1.96468	-2.12059	-3.0303	-1.61376	-2.07982	-2.02221	-2.98496	-3.23104	-3.32055	-1.47588	-3.04477	-3.69719	-2.29374	-2.39579	-2.84114	-1.08368	-1.50143	-2.85515	-1.7286	-2.20826	-2.75605	-2.20396
RNA: Agilent Human miRNA (V2)	hsa-miR-18a	hsa-mir-18a	MI0000072	0.81383	1.62483	0.4021	0.91058	1.13874	-0.03427	-0.07807	0.81042	-0.30587	0.23409	0.05966	2.32059	2.12741	1.69303	1.69375	1.24838	2.52987	1.91561	2.4851	3.16925	5.60674	3.87318	3.48489	3.49093	1.36813	0.41619	0.78075	-0.22142	0.67751	1.23482	1.61664	1.03644	0.92213	0.36599	1.09835	0.38664	1.49635	0.82456	-0.43545	0.97139	1.9368	2.20492	0.74971	1.66105	0.87337	1.43687	1.97522	1.1875	0.47174	0.94342	1.89741	0.52267	0.8743	-0.28275	0.17903	0.4691	1.8111	0.15722	1.66855	0.71539
RNA: Agilent Human miRNA (V2)	hsa-miR-18b	hsa-mir-18b	MI0001518	-0.71726	0.08673	-1.12157	-0.69504	-0.40826	-1.57441	-1.65224	-0.77352	-1.16762	-0.76779	-0.38086	0.81484	0.64356	0.13016	0.10561	-0.23051	0.93692	0.338	1.86216	1.70085	4.00214	2.523	1.92146	1.87124	-0.20282	0.53384	0.30855	-1.29628	-1.00784	-0.38043	2.17182	-0.49553	1.93429	1.23381	-0.52211	-1.05549	-0.08744	-0.73815	-2.00995	-0.32635	0.5889	0.72542	2.41204	0.14189	-0.65137	-0.18021	0.372	-0.02312	-1.12944	-0.12006	0.29616	-0.89828	-0.72167	-1.53546	-1.26557	-1.03036	0.13808	-1.3208	0.06861	-0.75061
RNA: Agilent Human miRNA (V2)	hsa-miR-191	hsa-mir-191	MI0000465	-4.00187	-3.52926	-4.41023	-3.80239	-3.37592	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-1.27083	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.02745	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-3.41948	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-191*	hsa-mir-191	MI0000465	-3.90796	-3.36054	-4.23881	-3.18455	-2.89774	-2.56099	-2.21065	-3.62523	-4.1044	-3.61386	-1.95754	-3.46734	-3.20465	-2.53998	-2.57968	-4.01631	-3.50873	-3.8931	-2.50201	-2.17616	-1.30129	-3.14202	-2.90483	-2.26044	-3.31536	-3.34473	-2.98853	-3.67336	-2.53053	-3.21253	-3.36034	-4.03013	-3.15926	-3.46374	-2.70543	-4.02479	-3.07251	-3.60636	-3.77886	-3.91625	-4.27151	-2.35074	-3.90315	-3.07223	-2.82087	-3.45364	-3.7852	-2.81288	-2.72259	-3.92938	-3.36612	-3.75653	-3.62418	-2.89402	-3.10953	-3.58993	-3.49615	-3.6225	-3.10037	-3.13705
RNA: Agilent Human miRNA (V2)	hsa-miR-192	hsa-mir-192	MI0000234	-2.05922	-1.84106	-4.12782	-3.80239	-0.95864	-3.63577	-1.03529	-3.86184	-3.67149	-3.33198	-3.20248	5.20886	5.40736	-3.39764	-0.93499	3.59898	5.10504	2.72081	-3.54526	-3.16745	-0.33806	-2.41392	-2.21386	-2.26044	-3.75322	-3.01291	-2.0306	-3.67336	-2.60742	-3.17668	-3.21841	-3.80948	-1.72711	-1.20315	0.8104	-2.45635	-1.83784	-1.65758	-1.9942	-2.20826	-3.42318	-2.9672	-1.97378	-1.80298	-2.77875	-2.45323	2.03152	-2.39858	-1.56256	-1.59014	-2.00389	-1.65918	-2.83683	-1.92123	0.48729	-2.61904	-2.4853	-4.36324	1.24051	-2.93684
RNA: Agilent Human miRNA (V2)	hsa-miR-192*	hsa-mir-192	MI0000234	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	0.03276	0.08995	-3.39764	-3.45342	-1.73964	-0.08472	-1.9589	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.48993	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-193a-3p	hsa-mir-193a	MI0000487	1.03432	-0.96259	1.73412	1.08991	2.43371	-0.27928	0.67199	1.84547	-1.03495	-3.00272	-3.18165	-3.64656	0.94772	-3.35359	-2.74978	-3.61237	-1.14512	-4.38761	-3.54526	-2.30975	-1.37984	-2.47353	-2.90483	-2.26044	1.85581	1.33494	0.71457	-0.31076	-0.76552	-1.90044	-0.24204	0.89407	0.22454	0.71545	0.00319	0.31013	1.70199	1.80113	1.69249	-0.24096	0.31901	-1.37957	-0.3783	1.18021	-3.0705	-1.62617	-3.15224	1.09674	-0.20571	1.45712	0.24348	0.87219	1.44	1.91503	-2.13895	0.89331	0.87336	1.25709	1.24309	-2.91821
RNA: Agilent Human miRNA (V2)	hsa-miR-193a-5p	hsa-mir-193a	MI0000487	-1.71941	-3.52926	-0.47604	-1.11712	-0.24034	-2.59998	-1.41114	-0.08124	-3.12977	-3.69773	-3.20248	-3.64656	-1.71579	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-2.89466	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-0.68418	-0.74898	-1.38643	-2.97272	-2.60742	-3.21253	-2.20168	-1.75166	-1.63598	-1.36665	-2.85585	-1.7598	-0.35902	-0.41547	-0.11667	-2.74269	-2.29411	-3.1765	-3.27157	-1.34484	-3.0705	-3.45364	-3.7852	-0.97891	-1.57928	-0.58151	-2.0982	-1.76669	-0.49636	0.1919	-3.02134	-1.28061	-0.72213	-1.45599	-0.82762	-3.93247
RNA: Agilent Human miRNA (V2)	hsa-miR-193b	hsa-mir-193b	MI0003137	2.74972	0.20142	1.30204	0.10909	3.89548	0.75297	0.74851	3.03337	1.06527	1.0478	0.59436	-2.48138	-1.75906	0.62178	1.59928	1.64582	0.55037	-0.92872	-3.54526	-3.16745	1.3195	-3.20055	2.68189	-1.49949	-4.2572	1.41837	2.41796	2.3425	1.95566	0.17977	0.36379	0.79027	1.71314	1.67504	3.90885	3.22049	2.32135	0.47954	3.02061	0.38752	3.49506	3.1464	-0.03103	1.0829	1.6502	2.31119	1.1016	3.25069	4.51339	4.13306	0.60971	0.70531	3.36568	4.65074	2.22579	1.53004	3.61304	2.98783	2.67881	0.813
RNA: Agilent Human miRNA (V2)	hsa-miR-193b*	hsa-mir-193b	MI0003137	-3.82923	-3.52926	-4.20794	-3.27412	-2.86929	-3.63916	-3.09348	-2.78722	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-2.60199	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-3.79056	-3.34473	-2.84166	-3.67336	-2.60742	-3.21253	-3.36034	-3.92493	-3.22795	-3.53174	-2.89084	-2.9424	-3.27164	-3.60636	-2.6564	-3.91625	-3.41262	-3.1765	-3.90315	-3.76284	-3.0705	-3.45364	-3.7852	-2.43008	-1.54898	-3.2442	-3.36612	-4.15669	-2.91265	-1.56972	-2.98422	-3.45009	-2.16121	-2.99686	-3.02609	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-194	hsa-mir-194-1	MI0000488	-2.36535	-2.94507	-4.41023	-3.80239	-1.5024	-3.63916	-2.13161	-3.86184	-4.25346	-3.69773	-3.20248	4.76154	4.65541	-3.39764	-1.54216	3.24386	4.90515	2.19465	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.05155	-3.34473	-2.39132	-3.67336	-2.60742	-3.21253	-3.36034	-4.16205	-3.08584	-3.03306	-0.53626	-3.50152	-2.75072	-2.57473	-1.98537	-3.21147	-4.20773	-3.1765	-3.2922	-2.33155	-3.0705	-3.45364	0.98555	-3.05726	-3.00592	-2.61317	-2.88361	-2.20968	-3.62418	-2.89402	-0.12759	-3.14128	-3.49615	-4.54925	-0.05617	-3.14882
RNA: Agilent Human miRNA (V2)	hsa-miR-194(2)	hsa-mir-194-2	MI0000732	-2.36535	-2.94507	-4.41023	-3.80239	-1.5024	-3.63916	-2.13161	-3.86184	-4.25346	-3.69773	-3.20248	4.76154	4.65541	-3.39764	-1.54216	3.24386	4.90515	2.19465	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.05155	-3.34473	-2.39132	-3.67336	-2.60742	-3.21253	-3.36034	-4.16205	-3.08584	-3.03306	-0.53626	-3.50152	-2.75072	-2.57473	-1.98537	-3.21147	-4.20773	-3.1765	-3.2922	-2.33155	-3.0705	-3.45364	0.98555	-3.05726	-3.00592	-2.61317	-2.88361	-2.20968	-3.62418	-2.89402	-0.12759	-3.14128	-3.49615	-4.54925	-0.05617	-3.14882
RNA: Agilent Human miRNA (V2)	hsa-miR-195	hsa-mir-195	MI0000489	0.96909	-2.11315	1.67874	0.00294	-0.00704	-0.24314	-3.08315	-0.68274	-0.32704	-0.81355	-2.47891	-2.35347	-3.42415	-3.38982	-2.03324	-4.11624	-3.52566	-3.4668	-1.77269	-1.8596	-1.37984	-3.20055	-2.90483	-2.26044	-2.07444	-2.22264	-1.90373	-3.67336	-2.60742	-1.62193	-3.36034	-3.41857	0.44496	0.41266	-2.00306	-0.37531	-2.94692	-2.62096	-3.52473	0.41594	-4.28534	-2.73741	-3.15752	-2.52376	-2.94888	-3.31996	-3.7852	-1.73172	-2.46019	-0.33045	-3.36438	-1.17672	-3.62418	-0.72392	-1.97693	-3.31477	-2.74837	-1.67021	-0.93794	-2.77484
RNA: Agilent Human miRNA (V2)	hsa-miR-196a	hsa-mir-196a-2	MI0000279	2.04252	-3.52926	0.30636	0.47907	3.7128	0.15831	0.94441	1.0521	0.14617	0.51615	0.05443	-1.97482	1.23883	-0.43496	0.03057	0.83364	0.02959	1.15847	-3.54526	-3.16745	-0.9177	-3.20055	-2.90483	0.86772	-3.33494	-0.31374	-0.10787	-1.77731	-1.55866	-1.74304	-1.38302	-0.08349	0.91429	0.74698	-0.55721	1.85553	-0.69616	-3.60636	-4.37408	-0.0341	-4.28534	-0.37073	0.35199	-4.02758	-2.10821	-3.45364	-0.40442	0.31894	-1.28367	1.55791	-3.36612	-0.86912	1.54761	0.84262	0.12195	0.08581	0.93126	-1.44403	0.31696	-0.02146
RNA: Agilent Human miRNA (V2)	hsa-miR-196a(2)	hsa-mir-196a-1	MI0000238	2.04252	-3.52926	0.30636	0.47907	3.7128	0.15831	0.94441	1.0521	0.14617	0.51615	0.05443	-1.97482	1.23883	-0.43496	0.03057	0.83364	0.02959	1.15847	-3.54526	-3.16745	-0.9177	-3.20055	-2.90483	0.86772	-3.33494	-0.31374	-0.10787	-1.77731	-1.55866	-1.74304	-1.38302	-0.08349	0.91429	0.74698	-0.55721	1.85553	-0.69616	-3.60636	-4.37408	-0.0341	-4.28534	-0.37073	0.35199	-4.02758	-2.10821	-3.45364	-0.40442	0.31894	-1.28367	1.55791	-3.36612	-0.86912	1.54761	0.84262	0.12195	0.08581	0.93126	-1.44403	0.31696	-0.02146
RNA: Agilent Human miRNA (V2)	hsa-miR-196b	hsa-mir-196b	MI0001150	-3.08594	-3.52926	-0.46665	-1.90048	-1.21127	-1.86574	-1.82002	0.02382	-1.15156	-3.69773	-1.57929	-0.3201	-3.42336	0.18669	-0.79533	0.63958	0.70527	1.10998	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-3.09397	-2.79677	-2.2563	-3.67336	-2.60742	-3.21253	-1.6406	-2.10357	-2.71016	-2.50897	-1.43031	-0.51469	-1.49955	-1.87582	-3.68163	-3.6661	-3.73088	0.21854	-3.90315	-4.02758	0.67656	-1.74187	-1.29376	-1.71859	-1.05023	-0.45882	1.32049	-0.47393	2.58535	2.77929	2.0622	0.24193	1.18165	-2.98229	2.06322	1.39792
RNA: Agilent Human miRNA (V2)	hsa-miR-197	hsa-mir-197	MI0000239	-0.09672	0.41761	-0.34259	-0.4067	0.55001	-0.49259	-0.25122	-0.28388	-0.69569	-0.18112	-0.40395	-0.59042	-0.38009	-0.21664	-0.54061	-0.7169	-0.92232	-0.71598	-0.4201	0.33108	2.25047	0.14427	0.09624	0.5202	-0.95478	0.07375	-0.70343	1.31624	1.02838	0.37682	0.12405	-0.87194	0.24143	0.74873	-0.05308	-0.16904	-0.45518	0.15484	-0.98591	0.84455	-0.11782	-0.31237	0.38036	-1.11875	0.4379	1.09377	-0.13356	0.21881	0.87679	0.42319	0.70991	-1.29169	1.32398	0.46386	0.00105	-0.94806	0.91608	-1.11676	0.40104	-1.22393
RNA: Agilent Human miRNA (V2)	hsa-miR-199b-3p	hsa-mir-199b	MI0000282	-4.00187	-3.52926	4.86997	-3.80239	-3.41228	-3.63916	-3.09348	5.39062	-4.30556	-3.69773	-2.95022	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	2.06391	-1.37984	-3.20055	-2.90483	-2.26044	-0.49293	-1.46516	-3.97961	-3.67336	-2.60742	-3.21253	-1.77447	-1.69428	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.26665	-4.28534	-3.1765	-3.90315	-2.64898	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-199b-5p	hsa-mir-199b	MI0000282	-4.00187	-3.52926	-3.58642	-3.80239	-3.41228	-3.63916	-3.09348	-2.70949	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.29372	-3.16516	2.56803	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-1.94018	-3.97961	-3.67336	-2.60742	-3.21253	-2.46877	-1.44331	-3.22795	-3.40166	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.51963	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-19a	hsa-mir-19a	MI0000073	2.50797	3.43694	2.25651	2.4873	2.85089	2.00193	2.35597	2.92476	2.06406	2.94389	2.29011	4.46365	4.52505	3.69725	3.71479	2.93043	4.5225	4.31506	4.52909	5.0978	7.50403	5.80432	5.03217	5.3666	3.31504	2.55598	2.97162	2.10494	2.71302	3.54516	3.62103	2.4946	2.92432	2.57896	3.3228	2.67789	3.5864	3.66272	1.53061	2.72533	3.68565	4.21141	2.62846	3.20646	1.81068	3.18808	3.51827	3.35048	3.08468	2.89645	4.28716	2.35142	2.47282	1.98117	2.31447	2.25572	3.34569	2.47314	3.75663	2.36857
RNA: Agilent Human miRNA (V2)	hsa-miR-19b	hsa-mir-19b-1	MI0000074	3.673	4.50065	3.22512	4.00966	4.00811	3.07803	3.76248	4.13376	3.63875	4.12261	3.82374	5.91004	5.84037	4.17548	4.95855	4.47711	5.54606	5.43865	6.12464	6.39878	8.38893	7.57023	6.42035	6.51935	4.92152	4.0713	4.50187	3.73014	3.86336	4.71312	5.47473	3.39576	5.29519	4.79625	4.29285	3.46898	4.85855	4.81026	3.26298	3.61653	4.67961	5.10929	5.43873	4.01142	3.88944	4.55579	4.69566	4.9435	4.92766	4.92551	5.59141	3.52995	3.54593	3.85346	3.69155	3.54555	4.47612	3.7146	5.18167	3.64573
RNA: Agilent Human miRNA (V2)	hsa-miR-19b(2)	hsa-mir-19b-2	MI0000075	3.673	4.50065	3.22512	4.00966	4.00811	3.07803	3.76248	4.13376	3.63875	4.12261	3.82374	5.91004	5.84037	4.17548	4.95855	4.47711	5.54606	5.43865	6.12464	6.39878	8.38893	7.57023	6.42035	6.51935	4.92152	4.0713	4.50187	3.73014	3.86336	4.71312	5.47473	3.39576	5.29519	4.79625	4.29285	3.46898	4.85855	4.81026	3.26298	3.61653	4.67961	5.10929	5.43873	4.01142	3.88944	4.55579	4.69566	4.9435	4.92766	4.92551	5.59141	3.52995	3.54593	3.85346	3.69155	3.54555	4.47612	3.7146	5.18167	3.64573
RNA: Agilent Human miRNA (V2)	hsa-miR-19b-1*	hsa-mir-19b-1	MI0000074	-3.92441	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.7388	-4.30556	-3.69773	-3.20248	-2.52601	-2.78519	-3.39764	-2.77069	-3.75719	-2.47167	-2.22442	-1.43552	-1.33781	1.24068	0.11965	-1.82974	-1.2607	-3.30707	-3.34473	-3.83855	-3.67336	-2.60742	-3.21253	-3.36034	-4.54492	-3.22795	-3.03381	-2.89084	-4.32847	-2.61196	-2.90713	-4.37408	-3.91625	-3.83642	-2.7334	-3.90315	-4.02758	-3.0705	-3.41469	-3.65759	-3.19616	-3.04477	-3.67831	-2.32793	-4.33961	-3.62418	-2.89402	-3.78668	-4.08335	-3.49615	-4.20456	-2.88485	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-200a	hsa-mir-200a	MI0000737	2.52635	-3.52926	-4.41023	-3.80239	2.71492	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	4.58555	4.32375	1.70021	2.54685	4.45454	3.96236	2.21326	-3.54526	-3.16745	-1.37984	-3.20055	-1.36285	-2.26044	-0.6681	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.25974	0.06409	-3.4968	-0.45569	-1.59152	-3.91625	2.6052	-3.1765	-3.90315	0.01776	1.24848	1.55676	2.04536	-1.14734	-0.40742	-2.39039	-0.47108	1.97303	1.43386	-0.28608	1.72264	1.3426	1.89884	-4.54925	1.34283	2.57265
RNA: Agilent Human miRNA (V2)	hsa-miR-200a*	hsa-mir-200a	MI0000737	-2.84092	-3.52926	-4.41023	-3.80239	-2.8054	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-0.68162	-0.62698	-3.26079	-2.33934	-1.28452	-0.8372	-3.24082	-3.53343	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-2.84004	-3.1765	-3.90315	-4.02758	-2.44438	-3.12982	-2.5005	-3.66053	-3.04477	-3.92938	-3.36612	-4.03217	-2.74933	-2.89402	-3.70514	-4.13199	-2.18657	-4.54925	-2.64969	-3.3244
RNA: Agilent Human miRNA (V2)	hsa-miR-200b	hsa-mir-200b	MI0000342	3.53139	-2.19897	-4.27735	-3.80239	3.94361	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	6.0695	5.61119	2.54754	3.77514	5.21751	5.50591	3.5509	-3.54526	-3.16745	-1.37984	-3.20055	0.60874	-2.26044	0.43224	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-0.57231	1.31369	-2.69189	1.26783	-0.46354	-3.91625	3.91529	-3.1765	-3.90315	1.08706	4.27898	3.66347	3.92521	0.0068	1.67242	-0.2242	1.36111	2.4503	3.61043	1.97387	2.15897	2.18292	3.89338	-4.54925	3.40522	3.11015
RNA: Agilent Human miRNA (V2)	hsa-miR-200b*	hsa-mir-200b	MI0000342	-2.77484	-3.52926	-4.41023	-3.80239	-2.32655	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	0.04538	-0.14863	-2.77268	-1.53085	-0.88069	-0.55685	-2.19801	-3.13958	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.59389	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-2.32469	-3.1765	-3.90315	-4.02758	-1.54156	-2.88022	-2.20499	-3.66053	-3.04477	-3.92938	-3.36612	-3.41236	-2.48589	-2.89402	-3.25452	-3.59904	-1.67281	-4.54925	-2.4775	-2.73321
